"day","winner_name","loser_name","winner_games_won","loser_games_won"
71560,"Yevgeny Kafelnikov","Jacco Eltingh",15,11
71560,"Yevgeny Kafelnikov","Renzo Furlan",12,5
71587,"Yevgeny Kafelnikov","Byron Black",16,13
71587,"Yevgeny Kafelnikov","Greg Rusedski",12,6
71587,"Yevgeny Kafelnikov","Javier Frana",13,6
71587,"Yevgeny Kafelnikov","Mark Woodforde",16,11
71587,"Yevgeny Kafelnikov","Sebastien Lareau",13,8
71594,"Chuck Adams","Carlos Moya",12,6
71601,"Andre Agassi","Gaston Etlis",27,27
71601,"Andre Agassi","Jim Courier",26,22
71601,"Andre Agassi","Jonas Bjorkman",26,17
71601,"Andre Agassi","Steve Bryan",22,9
71601,"Andre Agassi","Vincent Spadea",18,9
71601,"Andrei Medvedev","Carlos Moya",22,21
71601,"Boris Becker","Yevgeny Kafelnikov",19,11
71601,"Michael Chang","Andre Agassi",19,11
71601,"Yevgeny Kafelnikov","Alex Corretja",18,6
71601,"Yevgeny Kafelnikov","Fabrice Santoro",19,7
71601,"Yevgeny Kafelnikov","MaliVai Washington",18,9
71601,"Yevgeny Kafelnikov","Michael Tebbutt",24,18
71629,"Andre Agassi","Jonathan Stark",12,8
71629,"Andre Agassi","Michael Chang",17,13
71629,"Andre Agassi","Richey Reneberg",13,10
71629,"Andre Agassi","Ryan Wolters",12,4
71629,"Carlos Moya","Jonas Bjorkman",13,9
71629,"Filip Dewulf","Carlos Moya",17,13
71629,"Pete Sampras","Andre Agassi",12,5
71629,"Slava Dosedel","Yevgeny Kafelnikov",12,8
71636,"Andrei Medvedev","Yevgeny Kafelnikov",12,4
71636,"Carlos Costa","Carlos Moya",13,7
71636,"Carlos Moya","Chris Woodruff",16,15
71636,"Luke Jensen","Andre Agassi",12,6
71643,"Marc Rosset","Yevgeny Kafelnikov",16,12
71643,"Mark Woodforde","Carlos Moya",19,13
71643,"Yevgeny Kafelnikov","Daniel Vacek",15,12
71643,"Yevgeny Kafelnikov","Jordi Burillo",13,14
71643,"Yevgeny Kafelnikov","Stefano Pescosolido",14,11
71650,"Carlos Moya","Martin Sinner",13,9
71650,"Goran Ivanisevic","Yevgeny Kafelnikov",15,13
71650,"Tim Henman","Carlos Moya",13,10
71650,"Yevgeny Kafelnikov","Cedric Pioline",16,16
71650,"Yevgeny Kafelnikov","Guy Forget",13,9
71650,"Yevgeny Kafelnikov","Jacco Eltingh",12,6
71650,"Yevgeny Kafelnikov","Tim Henman",13,9
71657,"Andre Agassi","Sjeng Schalken",16,10
71657,"Andre Agassi","Todd Martin",16,18
71657,"Michael Chang","Andre Agassi",18,10
71664,"Andre Agassi","Arnaud Boetsch",12,7
71664,"Andre Agassi","Bernd Karbacher",14,16
71664,"Andre Agassi","Goran Ivanisevic",3,0
71664,"Andre Agassi","Jean-Philippe Fleurian",16,10
71664,"Andre Agassi","Michael Joyce",12,5
71664,"Andre Agassi","Sebastien Lareau",12,8
71664,"Magnus Gustafsson","Yevgeny Kafelnikov",13,8
71664,"Yevgeny Kafelnikov","Dick Norman",16,13
71664,"Yevgeny Kafelnikov","Filip Dewulf",12,7
71664,"Yevgeny Kafelnikov","Jeff Tarango",13,8
71664,"Yevgeny Kafelnikov","Omar Camporese",12,6
71671,"Andrei Chesnokov","Carlos Moya",12,7
71671,"Carlos Moya","Bohdan Ulihrach",13,5
71671,"Carlos Moya","Felix Mantilla",13,7
71685,"Andrea Gaudenzi","Yevgeny Kafelnikov",13,9
71685,"Carlos Moya","Sjeng Schalken",12,7
71685,"Thomas Muster","Carlos Moya",12,6
71692,"Carlos Moya","Albert Costa",7,2
71692,"Carlos Moya","Alberto Berasategui",12,6
71692,"Carlos Moya","Julian Alonso",12,5
71692,"Carlos Moya","Marc Rosset",12,5
71692,"Jordi Burillo","Yevgeny Kafelnikov",16,12
71692,"Thomas Muster","Carlos Moya",16,12
71699,"Albert Costa","Andre Agassi",12,3
71699,"Andre Agassi","Jan Siemerink",12,5
71699,"Carlos Moya","Omar Camporese",14,11
71699,"Carlos Moya","Renzo Furlan",0,0
71699,"Cedric Pioline","Yevgeny Kafelnikov",12,7
71699,"Thomas Muster","Carlos Moya",13,8
71706,"Carlos Moya","Goran Ivanisevic",12,7
71706,"Carlos Moya","MaliVai Washington",12,5
71706,"Carlos Moya","Thomas Muster",12,6
71706,"Carlos Moya","Tomas Carbonell",18,11
71706,"Slava Dosedel","Carlos Moya",16,13
71706,"Yevgeny Kafelnikov","Bohdan Ulihrach",14,14
71706,"Yevgeny Kafelnikov","Christian Ruud",18,15
71706,"Yevgeny Kafelnikov","David Skoch",12,6
71706,"Yevgeny Kafelnikov","Javier Sanchez",12,2
71706,"Yevgeny Kafelnikov","Nuno Marques",12,6
71713,"Carlos Moya","Hernan Gumy",12,8
71713,"Carlos Moya","Sjeng Schalken",12,7
71713,"Roberto Carretero","Yevgeny Kafelnikov",13,7
71713,"Yevgeny Kafelnikov","Carlos Moya",14,13
71713,"Yevgeny Kafelnikov","Sergi Bruguera",13,8
71713,"Yevgeny Kafelnikov","Stefano Pescosolido",13,8
71720,"Andrei Medvedev","Yevgeny Kafelnikov",15,9
71720,"Carlos Moya","Jordi Arrese",16,12
71720,"Carlos Moya","MaliVai Washington",14,11
71720,"Wayne Ferreira","Carlos Moya",14,12
71720,"Yevgeny Kafelnikov","Carlos Costa",12,3
71720,"Yevgeny Kafelnikov","Corrado Borroni",16,13
71727,"Yevgeny Kafelnikov","Bohdan Ulihrach",12,4
71727,"Yevgeny Kafelnikov","Pete Sampras",12,5
71727,"Yevgeny Kafelnikov","Richard Krajicek",19,16
71734,"Andre Agassi","Jacobo Diaz",24,16
71734,"Carlos Moya","Patrick Rafter",19,12
71734,"Chris Woodruff","Andre Agassi",28,22
71734,"Stefan Edberg","Carlos Moya",18,5
71734,"Yevgeny Kafelnikov","Felix Mantilla",18,8
71734,"Yevgeny Kafelnikov","Francisco Clavet",18,10
71734,"Yevgeny Kafelnikov","Galo Blanco",18,7
71734,"Yevgeny Kafelnikov","Michael Stich",21,17
71734,"Yevgeny Kafelnikov","Pete Sampras",19,8
71734,"Yevgeny Kafelnikov","Richard Krajicek",24,16
71734,"Yevgeny Kafelnikov","Thomas Johansson",19,10
71748,"Carlos Moya","Bernardo Mota",16,12
71748,"Carlos Moya","Johan Van Herck",12,3
71748,"Carlos Moya","Julian Alonso",13,8
71748,"Felix Mantilla","Carlos Moya",12,4
71755,"Nicklas Kulti","Carlos Moya",13,9
71755,"Nicklas Kulti","Yevgeny Kafelnikov",18,14
71755,"Yevgeny Kafelnikov","Byron Black",12,7
71755,"Yevgeny Kafelnikov","Daniel Vacek",13,12
71755,"Yevgeny Kafelnikov","Magnus Larsson",18,18
71755,"Yevgeny Kafelnikov","Mikael Tillstrom",18,15
71762,"Doug Flach","Andre Agassi",22,22
71762,"Pierre Bouteyre","Carlos Moya",31,31
71762,"Tim Henman","Yevgeny Kafelnikov",30,27
71776,"Albert Costa","Yevgeny Kafelnikov",15,13
71776,"Alberto Berasategui","Carlos Moya",13,7
71776,"Carlos Moya","Javier Sanchez",14,11
71776,"Yevgeny Kafelnikov","Francisco Clavet",13,9
71776,"Yevgeny Kafelnikov","Karim Alami",12,6
71776,"Yevgeny Kafelnikov","Roberto Carretero",13,6
71783,"Alex Corretja","Carlos Moya",12,7
71783,"Andre Agassi","Jacco Eltingh",13,9
71783,"Carlos Moya","Sjeng Schalken",12,5
71783,"Patrick Rafter","Andre Agassi",18,9
71783,"Thomas Muster","Yevgeny Kafelnikov",18,8
71783,"Yevgeny Kafelnikov","Alex Corretja",13,9
71783,"Yevgeny Kafelnikov","Felix Mantilla",14,8
71783,"Yevgeny Kafelnikov","Gustavo Kuerten",12,5
71783,"Yevgeny Kafelnikov","Mikael Tillstrom",13,9
71790,"Andre Agassi","Andrea Gaudenzi",14,12
71790,"Andre Agassi","Jonas Bjorkman",14,12
71790,"Andre Agassi","Karol Kucera",12,8
71790,"Andre Agassi","Leander Paes",13,9
71790,"Andre Agassi","Sergi Bruguera",18,6
71790,"Andre Agassi","Wayne Ferreira",18,16
71790,"Franco Squillari","Carlos Moya",12,7
71797,"Carlos Moya","Alexander Volkov",12,2
71797,"Carlos Moya","Grant Doyle",12,4
71797,"Dennis Van Scheppingen","Carlos Moya",13,8
71804,"Andre Agassi","Alex O'Brien",18,10
71804,"Andre Agassi","Magnus Larsson",14,13
71804,"Andre Agassi","Michael Chang",13,10
71804,"Andre Agassi","Thomas Muster",12,5
71804,"Andre Agassi","Yevgeny Kafelnikov",16,15
71804,"Yevgeny Kafelnikov","Chris Woodruff",19,16
71804,"Yevgeny Kafelnikov","Tim Henman",12,8
71811,"Alex O'Brien","Yevgeny Kafelnikov",12,8
71811,"Carlos Moya","Christian Ruud",12,3
71811,"Carlos Moya","Felix Mantilla",13,6
71811,"Carlos Moya","Galo Blanco",12,5
71811,"Carlos Moya","Javier Sanchez",13,7
71811,"Carlos Moya","Marcos Aurelio Gorriz",12,3
71811,"Daniel Nestor","Andre Agassi",4,8
71811,"Pete Sampras","Tommy Haas",12,7
71811,"Tommy Haas","Dick Norman",12,6
71811,"Tommy Haas","Mark Woodforde",13,8
71811,"Tommy Haas","Renzo Furlan",12,3
71811,"Yevgeny Kafelnikov","Andrea Gaudenzi",12,5
71811,"Yevgeny Kafelnikov","Andrei Olhovskiy",18,13
71825,"Andre Agassi","David Wheaton",22,15
71825,"Andre Agassi","Jan Siemerink",19,12
71825,"Andre Agassi","Leander Paes",21,11
71825,"Andre Agassi","Mauricio Hadad",18,8
71825,"Andre Agassi","Thomas Muster",23,15
71825,"Carlos Moya","Scott Humphries",30,19
71825,"Jan Siemerink","Carlos Moya",19,14
71825,"Michael Chang","Andre Agassi",18,7
71825,"Michael Stich","Tommy Haas",20,15
71839,"Alberto Berasategui","Carlos Moya",13,7
71839,"Carlos Moya","Andrei Pavel",16,9
71839,"Carlos Moya","Andy Zingman",12,5
71839,"Carlos Moya","Fernando Vicente",18,16
71839,"Carlos Moya","Francisco Clavet",12,5
71853,"Carlos Moya","Richard Fromberg",13,9
71853,"Karim Alami","Carlos Moya",12,5
71853,"Pete Sampras","Tommy Haas",14,13
71853,"Pete Sampras","Yevgeny Kafelnikov",13,9
71853,"Tommy Haas","Jakob Hlasek",13,9
71853,"Yevgeny Kafelnikov","Lionel Roux",16,13
71853,"Yevgeny Kafelnikov","Marc-Kevin Goellner",17,13
71853,"Yevgeny Kafelnikov","Marc Rosset",18,13
71860,"Franco Squillari","Carlos Moya",12,8
71860,"Yevgeny Kafelnikov","Arnaud Boetsch",13,8
71860,"Yevgeny Kafelnikov","Daniel Vacek",19,17
71860,"Yevgeny Kafelnikov","Magnus Gustafsson",18,15
71860,"Yevgeny Kafelnikov","Petr Korda",12,7
71860,"Yevgeny Kafelnikov","Tim Henman",12,4
71867,"Arnaud Boetsch","Yevgeny Kafelnikov",14,12
71867,"Yevgeny Kafelnikov","David Prinosil",13,8
71867,"Yevgeny Kafelnikov","Omar Camporese",12,7
71881,"Andre Agassi","Alberto Berasategui",13,7
71881,"Andre Agassi","Richey Reneberg",12,6
71881,"Greg Rusedski","Carlos Moya",12,7
71881,"Jan Siemerink","Yevgeny Kafelnikov",16,15
71881,"Pete Sampras","Andre Agassi",12,5
71888,"Carlos Moya","Boris Becker",17,14
71888,"Carlos Moya","Tim Henman",16,13
71888,"Magnus Gustafsson","Andre Agassi",15,13
71888,"Thomas Enqvist","Carlos Moya",13,8
71888,"Thomas Enqvist","Yevgeny Kafelnikov",19,11
71888,"Yevgeny Kafelnikov","Cedric Pioline",15,14
71888,"Yevgeny Kafelnikov","MaliVai Washington",12,7
71888,"Yevgeny Kafelnikov","Paul Haarhuis",13,7
71888,"Yevgeny Kafelnikov","Petr Korda",15,12
71895,"Carlos Moya","Renzo Furlan",17,16
71895,"Goran Ivanisevic","Yevgeny Kafelnikov",15,10
71895,"Petr Korda","Carlos Moya",18,16
71895,"Yevgeny Kafelnikov","Andrei Chesnokov",16,14
71895,"Yevgeny Kafelnikov","Byron Black",13,8
71895,"Yevgeny Kafelnikov","David Prinosil",13,10
71895,"Yevgeny Kafelnikov","Francisco Clavet",15,12
71910,"Boris Becker","Yevgeny Kafelnikov",13,9
71910,"Pete Sampras","Andre Agassi",12,3
71910,"Pete Sampras","Yevgeny Kafelnikov",12,8
71910,"Yevgeny Kafelnikov","Thomas Enqvist",13,9
71924,"Goran Ivanisevic","Yevgeny Kafelnikov",26,22
71924,"Mark Woodforde","Andre Agassi",12,7
71924,"Yevgeny Kafelnikov","Alex Corretja",13,10
71924,"Yevgeny Kafelnikov","Jim Courier",16,16
71958,"Carlos Moya","Albert Costa",16,15
71958,"Carlos Moya","Grant Stafford",12,5
71958,"Carlos Moya","Patrick Rafter",13,9
71958,"Carlos Moya","Wayne Ferreira",14,9
71958,"Tim Henman","Carlos Moya",12,4
71965,"Carlos Moya","Bernd Karbacher",18,6
71965,"Carlos Moya","Boris Becker",26,24
71965,"Carlos Moya","Felix Mantilla",25,16
71965,"Carlos Moya","Jonas Bjorkman",22,21
71965,"Carlos Moya","Michael Chang",19,11
71965,"Carlos Moya","Patrick McEnroe",21,10
71965,"Pete Sampras","Carlos Moya",18,8
71993,"Andre Agassi","Grant Doyle",12,3
71993,"Andre Agassi","Magnus Norman",17,15
71993,"Andre Agassi","Mark Knowles",16,12
71993,"Greg Rusedski","Andre Agassi",12,7
71993,"Jiri Novak","Carlos Moya",15,11
72000,"Gustavo Kuerten","Andre Agassi",12,6
72014,"Carlos Moya","Christian Ruud",17,16
72014,"Carlos Moya","Mikael Tillstrom",16,14
72014,"Chris Woodruff","Carlos Moya",18,16
72014,"Javier Sanchez","Andre Agassi",12,5
72014,"Mark Philippoussis","Tommy Haas",14,13
72021,"Carlos Moya","Jiri Novak",12,6
72021,"Mark Philippoussis","Andre Agassi",14,12
72021,"Mark Philippoussis","Carlos Moya",12,7
72028,"Carlos Moya","Marcelo Charpentier",13,10
72028,"Mikael Tillstrom","Carlos Moya",15,13
72028,"Scott Draper","Andre Agassi",13,7
72028,"Thomas Muster","Tommy Haas",12,3
72028,"Tommy Haas","Guy Forget",14,11
72028,"Tommy Haas","Javier Sanchez",16,9
72049,"Carlos Moya","Jacobo Diaz",14,15
72049,"Carlos Moya","Richard Fromberg",12,5
72049,"Francisco Clavet","Carlos Moya",12,4
72049,"Gilbert Schaller","Yevgeny Kafelnikov",12,2
72056,"Albert Costa","Carlos Moya",14,11
72056,"Carlos Moya","Andrei Medvedev",12,6
72056,"Carlos Moya","Francisco Clavet",12,8
72056,"Carlos Moya","Hicham Arazi",17,12
72056,"Magnus Larsson","Yevgeny Kafelnikov",15,11
72063,"Carlos Moya","Andrei Medvedev",13,10
72063,"Carlos Moya","Francisco Clavet",16,8
72063,"Carlos Moya","Richard Krajicek",13,12
72063,"Christian Ruud","Yevgeny Kafelnikov",14,14
72063,"Marcelo Rios","Carlos Moya",13,10
72070,"Andre Agassi","Jaime Oncins",12,5
72070,"Carlos Moya","Andrei Olhovskiy",16,11
72070,"Carlos Moya","Renzo Furlan",19,16
72070,"Magnus Norman","Andre Agassi",16,15
72070,"Marcello Craca","Yevgeny Kafelnikov",13,10
72070,"Marc Rosset","Carlos Moya",14,11
72070,"Yevgeny Kafelnikov","Lionel Roux",13,7
72077,"Andrei Medvedev","Yevgeny Kafelnikov",12,4
72077,"Felix Mantilla","Tommy Haas",16,13
72077,"Tommy Haas","Alberto Berasategui",14,11
72077,"Tommy Haas","Carlos Moya",12,5
72077,"Tommy Haas","Dominik Hrbaty",13,9
72077,"Tommy Haas","Oliver Gross",18,15
72077,"Yevgeny Kafelnikov","Albert Costa",12,3
72077,"Yevgeny Kafelnikov","Richard Fromberg",14,12
72077,"Yevgeny Kafelnikov","Slava Dosedel",12,3
72084,"Alberto Berasategui","Yevgeny Kafelnikov",12,5
72084,"Alex Corretja","Carlos Moya",12,8
72084,"Carlos Moya","Stefano Pescosolido",12,8
72084,"Carlos Moya","Tommy Haas",12,6
72084,"Tommy Haas","Magnus Gustafsson",16,15
72084,"Yevgeny Kafelnikov","Javier Sanchez",14,11
72084,"Yevgeny Kafelnikov","Paul Haarhuis",16,15
72091,"Dominik Hrbaty","Yevgeny Kafelnikov",12,6
72098,"Albert Portas","Carlos Moya",23,18
72098,"Carlos Moya","Alberto Martin",29,23
72098,"Gustavo Kuerten","Yevgeny Kafelnikov",25,19
72098,"Yevgeny Kafelnikov","Cedric Pioline",26,26
72098,"Yevgeny Kafelnikov","Guillaume Raoux",19,12
72098,"Yevgeny Kafelnikov","Mark Philippoussis",19,10
72098,"Yevgeny Kafelnikov","Martin Damm",18,10
72112,"Jeff Tarango","Tommy Haas",12,8
72112,"Tommy Haas","Bohdan Ulihrach",12,3
72112,"Yevgeny Kafelnikov","Boris Becker",12,7
72112,"Yevgeny Kafelnikov","Michael Stich",19,16
72112,"Yevgeny Kafelnikov","Nicolas Kiefer",14,12
72112,"Yevgeny Kafelnikov","Petr Korda",20,19
72112,"Yevgeny Kafelnikov","Sjeng Schalken",12,2
72119,"Adrian Voinea","Carlos Moya",14,16
72126,"Carlos Moya","Steve Bryan",23,17
72126,"Mark Petchey","Tommy Haas",19,12
72126,"Nicolas Kiefer","Yevgeny Kafelnikov",21,14
72126,"Richey Reneberg","Carlos Moya",18,10
72126,"Tommy Haas","Christian Ruud",18,5
72126,"Yevgeny Kafelnikov","Jason Stoltenberg",23,18
72126,"Yevgeny Kafelnikov","Javier Sanchez",22,15
72126,"Yevgeny Kafelnikov","Juan Antonio Marin",18,6
72140,"Marc Rosset","Yevgeny Kafelnikov",12,7
72147,"Albert Costa","Yevgeny Kafelnikov",12,8
72147,"Doug Flach","Andre Agassi",14,14
72147,"Galo Blanco","Carlos Moya",18,17
72147,"Petr Korda","Tommy Haas",18,15
72147,"Tommy Haas","Kenneth Carlsen",18,15
72147,"Tommy Haas","Mark Merklein",14,13
72147,"Yevgeny Kafelnikov","Fabrice Santoro",14,13
72147,"Yevgeny Kafelnikov","Francisco Clavet",16,11
72154,"Carlos Moya","Albert Portas",14,14
72154,"Carlos Moya","Davide Sanguinetti",9,9
72154,"Carlos Moya","Fernando Vicente",15,12
72154,"Felix Mantilla","Carlos Moya",18,16
72154,"Filip Dewulf","Yevgeny Kafelnikov",14,10
72154,"Justin Gimelstob","Andre Agassi",13,7
72154,"Yevgeny Kafelnikov","Fernando Meligeni",12,4
72154,"Yevgeny Kafelnikov","Renzo Furlan",19,14
72161,"Carlos Moya","Fernando Vicente",12,7
72161,"Carlos Moya","Francisco Clavet",12,7
72161,"Carlos Moya","Gregory Carraz",12,8
72161,"Carlos Moya","Magnus Norman",12,7
72161,"Chris Woodruff","Yevgeny Kafelnikov",18,15
72161,"Slava Dosedel","Carlos Moya",26,21
72161,"Thomas Enqvist","Tommy Haas",18,15
72161,"Tommy Haas","Daniel Nestor",17,15
72161,"Yevgeny Kafelnikov","Thomas Enqvist",19,13
72161,"Yevgeny Kafelnikov","Vincent Spadea",17,15
72161,"Yevgeny Kafelnikov","Wayne Ferreira",13,8
72168,"Albert Costa","Tommy Haas",12,7
72168,"Gustavo Kuerten","Andre Agassi",12,4
72168,"Pete Sampras","Yevgeny Kafelnikov",12,4
72168,"Tommy Haas","Grant Stafford",16,14
72168,"Yevgeny Kafelnikov","Chris Woodruff",14,12
72168,"Yevgeny Kafelnikov","Marcelo Rios",13,7
72175,"Andre Agassi","Alex Corretja",13,6
72175,"Andre Agassi","Davide Sanguinetti",16,12
72175,"Andre Agassi","Olivier Delaitre",13,7
72175,"Carlos Moya","Jiri Novak",13,8
72175,"Carlos Moya","Richard Fromberg",12,6
72175,"Carlos Moya","Steve Campbell",19,19
72175,"Carlos Moya","Wayne Ferreira",12,6
72175,"Jonas Bjorkman","Carlos Moya",13,9
72175,"Mark Merklein","Tommy Haas",15,10
72175,"Mark Woodforde","Andre Agassi",17,13
72175,"Yevgeny Kafelnikov","Cecil Mamiit",17,11
72175,"Yevgeny Kafelnikov","Patrick Rafter",13,10
72175,"Yevgeny Kafelnikov","Petr Korda",13,10
72175,"Yevgeny Kafelnikov","Slava Dosedel",12,5
72175,"Yevgeny Kafelnikov","Tim Henman",17,14
72182,"Arnaud Boetsch","Yevgeny Kafelnikov",13,10
72182,"Carlos Moya","Javier Sanchez",13,13
72182,"Carlos Moya","Julian Alonso",12,5
72182,"Carlos Moya","Marc-Kevin Goellner",12,8
72182,"Carlos Moya","Marc Rosset",9,3
72182,"Carlos Moya","Patrick Rafter",13,10
72189,"Andre Agassi","Adrian Voinea",18,4
72189,"Andre Agassi","Mark Woodforde",18,8
72189,"Andre Agassi","Steve Campbell",22,11
72189,"Guillaume Raoux","Carlos Moya",19,12
72189,"Marcelo Rios","Tommy Haas",22,20
72189,"Mark Woodforde","Yevgeny Kafelnikov",19,13
72189,"Patrick Rafter","Andre Agassi",23,18
72189,"Tommy Haas","Jan Kroslak",18,7
72189,"Tommy Haas","Oliver Gross",20,17
72189,"Yevgeny Kafelnikov","Cristiano Caratti",19,12
72203,"Carlos Moya","Davide Scala",12,7
72203,"Carlos Moya","Dennis Van Scheppingen",12,4
72203,"Carlos Moya","Greg Rusedski",12,4
72203,"Carlos Moya","Oren Motevassel",12,4
72203,"Felix Mantilla","Carlos Moya",12,4
72203,"Marc Rosset","Yevgeny Kafelnikov",16,14
72203,"Yevgeny Kafelnikov","Andrei Stoliarov",12,8
72203,"Yevgeny Kafelnikov","Dmitri Tomashevich",12,6
72203,"Yevgeny Kafelnikov","Nir Welgreen",12,5
72217,"Alex Radulescu","Tommy Haas",12,5
72217,"Carlos Costa","Carlos Moya",16,10
72217,"Carlos Moya","Hendrik Dreekmann",16,10
72217,"Tommy Haas","Oleg Ogorodov",12,6
72217,"Tommy Haas","Tomas Nydahl",12,7
72218,"Greg Rusedski","Yevgeny Kafelnikov",18,11
72218,"Yevgeny Kafelnikov","Sergi Bruguera",12,7
72224,"Carlos Moya","Tommy Haas",15,14
72224,"Lionel Roux","Carlos Moya",16,15
72224,"Mark Philippoussis","Yevgeny Kafelnikov",18,12
72224,"Yevgeny Kafelnikov","Ivo Heuberger",16,12
72224,"Yevgeny Kafelnikov","Lorenzo Manta",13,7
72231,"Karol Kucera","Tommy Haas",12,4
72231,"Karol Kucera","Yevgeny Kafelnikov",13,9
72231,"Tommy Haas","Arnaud Boetsch",12,5
72238,"Carlos Moya","Michal Tabara",18,15
72238,"Fabrice Santoro","Tommy Haas",12,8
72238,"Jiri Novak","Carlos Moya",12,8
72238,"Tommy Haas","Albert Portas",12,4
72238,"Tommy Haas","Julian Alonso",12,5
72238,"Tommy Haas","Thomas Enqvist",12,6
72238,"Tommy Haas","Yevgeny Kafelnikov",16,13
72238,"Yevgeny Kafelnikov","Brett Steven",12,3
72238,"Yevgeny Kafelnikov","Fernon Wibier",12,7
72238,"Yevgeny Kafelnikov","Marc-Kevin Goellner",13,9
72245,"Marcelo Rios","Yevgeny Kafelnikov",13,9
72245,"Tim Henman","Tommy Haas",16,15
72245,"Todd Martin","Andre Agassi",12,8
72245,"Todd Martin","Carlos Moya",13,9
72245,"Yevgeny Kafelnikov","Andrei Medvedev",14,10
72252,"Pete Sampras","Yevgeny Kafelnikov",13,9
72252,"Todd Woodbridge","Carlos Moya",13,8
72252,"Yevgeny Kafelnikov","Daniel Vacek",12,3
72252,"Yevgeny Kafelnikov","Greg Rusedski",15,13
72252,"Yevgeny Kafelnikov","Nicolas Escude",12,7
72259,"Andrea Gaudenzi","Tommy Haas",12,5
72259,"Boris Becker","Carlos Moya",12,7
72259,"Yevgeny Kafelnikov","Byron Black",12,7
72259,"Yevgeny Kafelnikov","Daniel Nestor",12,7
72259,"Yevgeny Kafelnikov","Jonathan Stark",18,11
72259,"Yevgeny Kafelnikov","Petr Korda",13,10
72259,"Yevgeny Kafelnikov","Sargis Sargsian",12,3
72266,"Carlos Moya","Pete Sampras",18,12
72266,"Carlos Moya","Thomas Muster",12,5
72266,"Patrick Rafter","Carlos Moya",12,6
72266,"Pete Sampras","Yevgeny Kafelnikov",18,7
72266,"Tim Henman","Yevgeny Kafelnikov",12,8
72266,"Yevgeny Kafelnikov","Carlos Moya",14,12
72266,"Yevgeny Kafelnikov","Jonas Bjorkman",13,9
72266,"Yevgeny Kafelnikov","Michael Chang",12,3
72316,"Mikael Tillstrom","Yevgeny Kafelnikov",12,4
72322,"Andre Agassi","Brett Steven",13,8
72322,"Andre Agassi","Jan Siemerink",12,7
72322,"Andre Agassi","Sargis Sargsian",16,12
72322,"Lleyton Hewitt","Andre Agassi",14,12
72329,"Thomas Enqvist","Carlos Moya",18,15
72336,"Albert Costa","Tommy Haas",19,12
72336,"Alberto Berasategui","Andre Agassi",24,20
72336,"Andre Agassi","Albert Costa",21,19
72336,"Andre Agassi","Andrea Gaudenzi",18,4
72336,"Andre Agassi","Marzio Martelli",22,16
72336,"Carlos Moya","Peter Tramacchi",25,20
72336,"Richard Fromberg","Carlos Moya",23,20
72350,"Thomas Enqvist","Yevgeny Kafelnikov",12,5
72350,"Yevgeny Kafelnikov","Adrian Voinea",15,11
72350,"Yevgeny Kafelnikov","Arnaud Clement",15,12
72350,"Yevgeny Kafelnikov","Juan Albert Viloca-Puig",12,7
72350,"Yevgeny Kafelnikov","Mikael Tillstrom",13,10
72357,"Andre Agassi","Alberto Martin",12,4
72357,"Andre Agassi","Gustavo Kuerten",12,4
72357,"Andre Agassi","Jan-Michael Gambill",14,11
72357,"Andre Agassi","Michael Chang",13,10
72357,"Andre Agassi","Pete Sampras",12,6
72357,"Carlos Moya","Albert Costa",13,8
72357,"Carlos Moya","Goran Ivanisevic",12,6
72357,"Hicham Arazi","Yevgeny Kafelnikov",12,3
72357,"Jonas Bjorkman","Carlos Moya",13,7
72357,"Michael Chang","Tommy Haas",18,14
72357,"Tommy Haas","Grant Stafford",12,5
72357,"Tommy Haas","Juan Albert Viloca-Puig",12,5
72364,"Grant Stafford","Tommy Haas",12,4
72364,"Marc Rosset","Yevgeny Kafelnikov",12,6
72364,"Yevgeny Kafelnikov","Jiri Novak",18,15
72371,"Pete Sampras","Tommy Haas",12,8
72371,"Tommy Haas","Fernando Meligeni",3,0
72371,"Tommy Haas","Jeff Tarango",16,14
72371,"Tommy Haas","Vincent Spadea",12,5
72371,"Yevgeny Kafelnikov","Cedric Pioline",13,9
